period,series_id,display_name,net_return,series_role
2020-01,ADAA,ADAA,0.0009678840480826789,CORE_STRATEGY
2020-02,ADAA,ADAA,-0.010129199414731449,CORE_STRATEGY
2020-03,ADAA,ADAA,-0.018788243619907052,CORE_STRATEGY
2020-04,ADAA,ADAA,0.048277754209986146,CORE_STRATEGY
2020-05,ADAA,ADAA,0.019100835491337564,CORE_STRATEGY
2020-06,ADAA,ADAA,0.024175935027977324,CORE_STRATEGY
2020-07,ADAA,ADAA,0.059785966449586114,CORE_STRATEGY
2020-08,ADAA,ADAA,0.04199936979385788,CORE_STRATEGY
2020-09,ADAA,ADAA,-0.02983339312482347,CORE_STRATEGY
2020-10,ADAA,ADAA,-0.016916034634367083,CORE_STRATEGY
2020-11,ADAA,ADAA,0.07296661406231886,CORE_STRATEGY
2020-12,ADAA,ADAA,0.05259871302669583,CORE_STRATEGY
2021-01,ADAA,ADAA,0.0036283738739828486,CORE_STRATEGY
2021-02,ADAA,ADAA,0.013298291683563779,CORE_STRATEGY
2021-03,ADAA,ADAA,0.010595952400213049,CORE_STRATEGY
2021-04,ADAA,ADAA,0.038405672499003396,CORE_STRATEGY
2021-05,ADAA,ADAA,0.015670903336915343,CORE_STRATEGY
2021-06,ADAA,ADAA,0.010081767498824279,CORE_STRATEGY
2021-07,ADAA,ADAA,0.011008303482300086,CORE_STRATEGY
2021-08,ADAA,ADAA,0.010534917136939992,CORE_STRATEGY
2021-09,ADAA,ADAA,-0.03831062066965207,CORE_STRATEGY
2021-10,ADAA,ADAA,0.04270566320238944,CORE_STRATEGY
2021-11,ADAA,ADAA,-0.0165672628429282,CORE_STRATEGY
2021-12,ADAA,ADAA,0.024027896158586692,CORE_STRATEGY
2022-01,ADAA,ADAA,-0.034926701421056916,CORE_STRATEGY
2022-02,ADAA,ADAA,0.005220181107702171,CORE_STRATEGY
2022-03,ADAA,ADAA,0.016282914813438243,CORE_STRATEGY
2022-04,ADAA,ADAA,-0.02128554867714827,CORE_STRATEGY
2022-05,ADAA,ADAA,-0.0004906350427374973,CORE_STRATEGY
2022-06,ADAA,ADAA,-0.01991693394893701,CORE_STRATEGY
2022-07,ADAA,ADAA,0.010236053918903032,CORE_STRATEGY
2022-08,ADAA,ADAA,-0.01503967940823614,CORE_STRATEGY
2022-09,ADAA,ADAA,-0.023348435667941647,CORE_STRATEGY
2022-10,ADAA,ADAA,0.006876114219313223,CORE_STRATEGY
2022-11,ADAA,ADAA,0.018319528693820697,CORE_STRATEGY
2022-12,ADAA,ADAA,-0.017180512545787674,CORE_STRATEGY
2023-01,ADAA,ADAA,0.037460904300706366,CORE_STRATEGY
2023-02,ADAA,ADAA,-0.030759296926930357,CORE_STRATEGY
2023-03,ADAA,ADAA,0.02664007502544674,CORE_STRATEGY
2023-04,ADAA,ADAA,0.008954058232864659,CORE_STRATEGY
2023-05,ADAA,ADAA,0.006772890971288303,CORE_STRATEGY
2023-06,ADAA,ADAA,0.01856044516485822,CORE_STRATEGY
2023-07,ADAA,ADAA,0.017882335976245223,CORE_STRATEGY
2023-08,ADAA,ADAA,-0.01459967204730983,CORE_STRATEGY
2023-09,ADAA,ADAA,-0.02027464830342751,CORE_STRATEGY
2023-10,ADAA,ADAA,-0.0012441545770853768,CORE_STRATEGY
2023-11,ADAA,ADAA,0.02728108297881926,CORE_STRATEGY
2023-12,ADAA,ADAA,0.040737829039718454,CORE_STRATEGY
2024-01,ADAA,ADAA,-0.011140156136555057,CORE_STRATEGY
2024-02,ADAA,ADAA,0.019576483505991282,CORE_STRATEGY
2024-03,ADAA,ADAA,0.02749642644649053,CORE_STRATEGY
2024-04,ADAA,ADAA,-0.03117567963584078,CORE_STRATEGY
2024-05,ADAA,ADAA,0.019647800840454144,CORE_STRATEGY
2024-06,ADAA,ADAA,0.02496673253841153,CORE_STRATEGY
2024-07,ADAA,ADAA,0.005497785930712595,CORE_STRATEGY
2024-08,ADAA,ADAA,0.017381738986460338,CORE_STRATEGY
2024-09,ADAA,ADAA,0.027705894479596926,CORE_STRATEGY
2024-10,ADAA,ADAA,-0.011188875250463415,CORE_STRATEGY
2024-11,ADAA,ADAA,0.02124275951574761,CORE_STRATEGY
2024-12,ADAA,ADAA,-0.021122208433843492,CORE_STRATEGY
2025-01,ADAA,ADAA,0.017191929753301194,CORE_STRATEGY
2025-02,ADAA,ADAA,-0.0012005503162564324,CORE_STRATEGY
2025-03,ADAA,ADAA,-0.016609799838602002,CORE_STRATEGY
2025-04,ADAA,ADAA,0.0021566399244556944,CORE_STRATEGY
2025-05,ADAA,ADAA,0.012765209796003152,CORE_STRATEGY
2025-06,ADAA,ADAA,0.038390146057401875,CORE_STRATEGY
2025-07,ADAA,ADAA,0.0008001476433161514,CORE_STRATEGY
2025-08,ADAA,ADAA,0.024133882919352034,CORE_STRATEGY
2025-09,ADAA,ADAA,0.06259113492093893,CORE_STRATEGY
2025-10,ADAA,ADAA,0.044410290250674,CORE_STRATEGY
2025-11,ADAA,ADAA,-8.422169188504469e-05,CORE_STRATEGY
2025-12,ADAA,ADAA,0.018757361314053256,CORE_STRATEGY
2026-01,ADAA,ADAA,0.07672064779432697,CORE_STRATEGY
2026-02,ADAA,ADAA,0.060405699328856866,CORE_STRATEGY
2026-03,ADAA,ADAA,-0.07137572261430858,CORE_STRATEGY
2026-04,ADAA,ADAA,0.07894707047686933,CORE_STRATEGY
2026-05,ADAA,ADAA,0.06328153206946352,CORE_STRATEGY
2026-06,ADAA,ADAA,-0.020697812608238886,CORE_STRATEGY
2026-07,ADAA,ADAA,-0.04327051572324403,CORE_STRATEGY
2026-08,ADAA,ADAA,0.04437253533451946,CORE_STRATEGY
2017-05,F2R,F2R,0.04011407219143881,CORE_STRATEGY
2017-06,F2R,F2R,-0.008315333195738517,CORE_STRATEGY
2017-07,F2R,F2R,0.016083635131738383,CORE_STRATEGY
2017-08,F2R,F2R,0.00999858610383142,CORE_STRATEGY
2017-09,F2R,F2R,0.0005201029271750812,CORE_STRATEGY
2017-10,F2R,F2R,0.03685869708646705,CORE_STRATEGY
2017-11,F2R,F2R,0.01658355539337042,CORE_STRATEGY
2017-12,F2R,F2R,0.01587581226336221,CORE_STRATEGY
2018-01,F2R,F2R,0.02752445544393911,CORE_STRATEGY
2018-02,F2R,F2R,-0.04201835744896232,CORE_STRATEGY
2018-03,F2R,F2R,0.0006960579638228825,CORE_STRATEGY
2018-04,F2R,F2R,-0.005967733284982013,CORE_STRATEGY
2018-05,F2R,F2R,0.005751324814625702,CORE_STRATEGY
2018-06,F2R,F2R,-0.012736982633508753,CORE_STRATEGY
2018-07,F2R,F2R,0.019060325125715094,CORE_STRATEGY
2018-08,F2R,F2R,0.03633583622725056,CORE_STRATEGY
2018-09,F2R,F2R,-0.003508260516601913,CORE_STRATEGY
2018-10,F2R,F2R,-0.10221840952150141,CORE_STRATEGY
2018-11,F2R,F2R,0.018228377812309127,CORE_STRATEGY
2018-12,F2R,F2R,-0.07769748335743576,CORE_STRATEGY
2019-01,F2R,F2R,0.07086863972710655,CORE_STRATEGY
2019-02,F2R,F2R,0.017780165186668917,CORE_STRATEGY
2019-03,F2R,F2R,0.003879434452688235,CORE_STRATEGY
2019-04,F2R,F2R,0.029410567403781007,CORE_STRATEGY
2019-05,F2R,F2R,-0.039365605743250764,CORE_STRATEGY
2019-06,F2R,F2R,0.06996873514802204,CORE_STRATEGY
2019-07,F2R,F2R,0.007196996846533299,CORE_STRATEGY
2019-08,F2R,F2R,-0.006661677623369888,CORE_STRATEGY
2019-09,F2R,F2R,0.0006436961942801744,CORE_STRATEGY
2019-10,F2R,F2R,0.029446937466616196,CORE_STRATEGY
2019-11,F2R,F2R,0.021290015896128445,CORE_STRATEGY
2019-12,F2R,F2R,0.03297161301266738,CORE_STRATEGY
2020-01,F2R,F2R,0.023379255102348173,CORE_STRATEGY
2020-02,F2R,F2R,-0.026805637115134062,CORE_STRATEGY
2020-03,F2R,F2R,-0.05810138447864055,CORE_STRATEGY
2020-04,F2R,F2R,0.13647173614243124,CORE_STRATEGY
2020-05,F2R,F2R,0.036049475547291765,CORE_STRATEGY
2020-06,F2R,F2R,0.03480307280643724,CORE_STRATEGY
2020-07,F2R,F2R,0.049499971863794734,CORE_STRATEGY
2020-08,F2R,F2R,0.0595445608936489,CORE_STRATEGY
2020-09,F2R,F2R,-0.030132524929099347,CORE_STRATEGY
2020-10,F2R,F2R,-0.021935952813407877,CORE_STRATEGY
2020-11,F2R,F2R,0.09139485670227354,CORE_STRATEGY
2020-12,F2R,F2R,0.05719671233701917,CORE_STRATEGY
2021-01,F2R,F2R,0.01933078224945306,CORE_STRATEGY
2021-02,F2R,F2R,0.01701964507858711,CORE_STRATEGY
2021-03,F2R,F2R,0.037464317366125544,CORE_STRATEGY
2021-04,F2R,F2R,0.0422753536294973,CORE_STRATEGY
2021-05,F2R,F2R,0.023358964809862437,CORE_STRATEGY
2021-06,F2R,F2R,0.017543338549989018,CORE_STRATEGY
2021-07,F2R,F2R,0.024698717112529245,CORE_STRATEGY
2021-08,F2R,F2R,0.01140585974069741,CORE_STRATEGY
2021-09,F2R,F2R,-0.038326449522651074,CORE_STRATEGY
2021-10,F2R,F2R,0.05749016126933637,CORE_STRATEGY
2021-11,F2R,F2R,-0.029652955979038165,CORE_STRATEGY
2021-12,F2R,F2R,0.010990911567499317,CORE_STRATEGY
2022-01,F2R,F2R,-0.030764297939093965,CORE_STRATEGY
2022-02,F2R,F2R,-0.015454301419745353,CORE_STRATEGY
2022-03,F2R,F2R,0.054596441889612546,CORE_STRATEGY
2022-04,F2R,F2R,-0.031604052669989224,CORE_STRATEGY
2022-05,F2R,F2R,-0.007217047719834002,CORE_STRATEGY
2022-06,F2R,F2R,-0.0790537237602682,CORE_STRATEGY
2022-07,F2R,F2R,0.09139086839415334,CORE_STRATEGY
2022-08,F2R,F2R,-0.05221751018431908,CORE_STRATEGY
2022-09,F2R,F2R,-0.10551776490681164,CORE_STRATEGY
2022-10,F2R,F2R,0.06696052598227653,CORE_STRATEGY
2022-11,F2R,F2R,0.031606667102451524,CORE_STRATEGY
2022-12,F2R,F2R,-0.04957768680053565,CORE_STRATEGY
2023-01,F2R,F2R,0.10303509214021567,CORE_STRATEGY
2023-02,F2R,F2R,-0.03511629785404857,CORE_STRATEGY
2023-03,F2R,F2R,0.016286479512845453,CORE_STRATEGY
2023-04,F2R,F2R,0.002898288500516877,CORE_STRATEGY
2023-05,F2R,F2R,0.019447702773055076,CORE_STRATEGY
2023-06,F2R,F2R,0.05506926917633437,CORE_STRATEGY
2023-07,F2R,F2R,0.04936647861433574,CORE_STRATEGY
2023-08,F2R,F2R,-0.03941699863674086,CORE_STRATEGY
2023-09,F2R,F2R,-0.05334445686735667,CORE_STRATEGY
2023-10,F2R,F2R,-0.04485438839905598,CORE_STRATEGY
2023-11,F2R,F2R,0.11765351795371348,CORE_STRATEGY
2023-12,F2R,F2R,0.05919932242923864,CORE_STRATEGY
2024-01,F2R,F2R,-0.016841835774074165,CORE_STRATEGY
2024-02,F2R,F2R,0.04599517602743819,CORE_STRATEGY
2024-03,F2R,F2R,0.0412546053790126,CORE_STRATEGY
2024-04,F2R,F2R,-0.06056114640304111,CORE_STRATEGY
2024-05,F2R,F2R,0.0376400763604503,CORE_STRATEGY
2024-06,F2R,F2R,0.023070571224426795,CORE_STRATEGY
2024-07,F2R,F2R,0.03840954303885469,CORE_STRATEGY
2024-08,F2R,F2R,0.000727013981629554,CORE_STRATEGY
2024-09,F2R,F2R,0.017155646449014128,CORE_STRATEGY
2024-10,F2R,F2R,0.0025853310729553325,CORE_STRATEGY
2024-11,F2R,F2R,0.06782263972035718,CORE_STRATEGY
2024-12,F2R,F2R,-0.031277252148380064,CORE_STRATEGY
2025-01,F2R,F2R,0.035289932702210924,CORE_STRATEGY
2025-02,F2R,F2R,-0.018494208305175897,CORE_STRATEGY
2025-03,F2R,F2R,-0.027004767935083884,CORE_STRATEGY
2025-04,F2R,F2R,-0.011211660044672667,CORE_STRATEGY
2025-05,F2R,F2R,0.05502064742332702,CORE_STRATEGY
2025-06,F2R,F2R,0.04376035021562852,CORE_STRATEGY
2025-07,F2R,F2R,0.014430606560545955,CORE_STRATEGY
2025-08,F2R,F2R,0.01962832057923558,CORE_STRATEGY
2025-09,F2R,F2R,0.08054512040851125,CORE_STRATEGY
2025-10,F2R,F2R,0.034629770452442754,CORE_STRATEGY
2025-11,F2R,F2R,-0.005218051108377031,CORE_STRATEGY
